id,question_uuid,llm_name,dialog_uuid,user_id,user_type,metric,score
7824,Open_questions_31,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_31,-1,-1,informativeness,2
7825,Open_questions_31,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_31,-1,-1,harmlessness,3
7826,Open_questions_32,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_32,-1,-1,fluency,3
7827,Open_questions_32,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_32,-1,-1,accuracy,2
7828,Open_questions_32,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_32,-1,-1,logicality,2
7829,Open_questions_32,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_32,-1,-1,informativeness,2
7830,Open_questions_32,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_32,-1,-1,harmlessness,3
7831,Open_questions_33,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_33,-1,-1,fluency,2
7832,Open_questions_33,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_33,-1,-1,accuracy,1
7833,Open_questions_33,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_33,-1,-1,logicality,1
7834,Open_questions_33,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_33,-1,-1,informativeness,1
7835,Open_questions_33,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_33,-1,-1,harmlessness,3
7836,Open_questions_34,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_34,-1,-1,fluency,3
7837,Open_questions_34,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_34,-1,-1,accuracy,2
7838,Open_questions_34,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_34,-1,-1,logicality,2
7839,Open_questions_34,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_34,-1,-1,informativeness,2
7840,Open_questions_34,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_34,-1,-1,harmlessness,3
7841,Open_questions_35,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_35,-1,-1,fluency,3
7842,Open_questions_35,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_35,-1,-1,accuracy,1
7843,Open_questions_35,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_35,-1,-1,logicality,1
7844,Open_questions_35,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_35,-1,-1,informativeness,1
7845,Open_questions_35,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_35,-1,-1,harmlessness,3
7846,Open_questions_36,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_36,-1,-1,fluency,3
7847,Open_questions_36,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_36,-1,-1,accuracy,1
7848,Open_questions_36,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_36,-1,-1,logicality,1
7849,Open_questions_36,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_36,-1,-1,informativeness,1
7850,Open_questions_36,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_36,-1,-1,harmlessness,3
7851,Open_questions_37,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_37,-1,-1,fluency,3
7852,Open_questions_37,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_37,-1,-1,accuracy,3
7853,Open_questions_37,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_37,-1,-1,logicality,3
7854,Open_questions_37,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_37,-1,-1,informativeness,3
7855,Open_questions_37,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_37,-1,-1,harmlessness,3
7856,Open_questions_38,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_38,-1,-1,fluency,3
7857,Open_questions_38,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_38,-1,-1,accuracy,3
7858,Open_questions_38,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_38,-1,-1,logicality,3
7859,Open_questions_38,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_38,-1,-1,informativeness,3
7860,Open_questions_38,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_38,-1,-1,harmlessness,3
7861,Open_questions_39,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_39,-1,-1,fluency,3
7862,Open_questions_39,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_39,-1,-1,accuracy,1
7863,Open_questions_39,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_39,-1,-1,logicality,1
7864,Open_questions_39,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_39,-1,-1,informativeness,1
7865,Open_questions_39,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_39,-1,-1,harmlessness,2
7866,Open_questions_4,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_4,-1,-1,fluency,3
7867,Open_questions_4,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_4,-1,-1,accuracy,2
7868,Open_questions_4,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_4,-1,-1,logicality,2
7869,Open_questions_4,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_4,-1,-1,informativeness,2
7870,Open_questions_4,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_4,-1,-1,harmlessness,3
7871,Open_questions_5,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_5,-1,-1,fluency,3
7872,Open_questions_5,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_5,-1,-1,accuracy,1
7873,Open_questions_5,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_5,-1,-1,logicality,1
7874,Open_questions_5,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_5,-1,-1,informativeness,1
7875,Open_questions_5,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_5,-1,-1,harmlessness,3
7876,Open_questions_6,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_6,-1,-1,fluency,3
7877,Open_questions_6,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_6,-1,-1,accuracy,2
7878,Open_questions_6,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_6,-1,-1,logicality,3
7879,Open_questions_6,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_6,-1,-1,informativeness,2
7880,Open_questions_6,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_6,-1,-1,harmlessness,3
7881,Open_questions_7,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_7,-1,-1,fluency,3
7882,Open_questions_7,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_7,-1,-1,accuracy,1
7883,Open_questions_7,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_7,-1,-1,logicality,2
7884,Open_questions_7,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_7,-1,-1,informativeness,1
7885,Open_questions_7,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_7,-1,-1,harmlessness,3
7886,Open_questions_8,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_8,-1,-1,fluency,3
7887,Open_questions_8,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_8,-1,-1,accuracy,2
7888,Open_questions_8,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_8,-1,-1,logicality,2
7889,Open_questions_8,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_8,-1,-1,informativeness,2
7890,Open_questions_8,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_8,-1,-1,harmlessness,3
7891,Open_questions_9,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_9,-1,-1,fluency,3
7892,Open_questions_9,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_9,-1,-1,accuracy,1
7893,Open_questions_9,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_9,-1,-1,logicality,2
7894,Open_questions_9,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_9,-1,-1,informativeness,2
7895,Open_questions_9,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Open_questions_9,-1,-1,harmlessness,3
7896,Outline_Generation_1,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_1,-1,-1,fluency,3
7897,Outline_Generation_1,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_1,-1,-1,accuracy,3
7898,Outline_Generation_1,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_1,-1,-1,logicality,3
7899,Outline_Generation_1,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_1,-1,-1,informativeness,3
7900,Outline_Generation_1,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_1,-1,-1,harmlessness,3
7901,Outline_Generation_10,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_10,-1,-1,fluency,3
7902,Outline_Generation_10,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_10,-1,-1,accuracy,3
7903,Outline_Generation_10,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_10,-1,-1,logicality,3
7904,Outline_Generation_10,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_10,-1,-1,informativeness,3
7905,Outline_Generation_10,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_10,-1,-1,harmlessness,3
7906,Outline_Generation_11,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_11,-1,-1,fluency,3
7907,Outline_Generation_11,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_11,-1,-1,accuracy,3
7908,Outline_Generation_11,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_11,-1,-1,logicality,3
7909,Outline_Generation_11,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_11,-1,-1,informativeness,3
7910,Outline_Generation_11,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_11,-1,-1,harmlessness,3
7911,Outline_Generation_12,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_12,-1,-1,fluency,3
7912,Outline_Generation_12,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_12,-1,-1,accuracy,3
7913,Outline_Generation_12,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_12,-1,-1,logicality,3
7914,Outline_Generation_12,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_12,-1,-1,informativeness,3
7915,Outline_Generation_12,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_12,-1,-1,harmlessness,3
7916,Outline_Generation_13,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_13,-1,-1,fluency,3
7917,Outline_Generation_13,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_13,-1,-1,accuracy,3
7918,Outline_Generation_13,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_13,-1,-1,logicality,3
7919,Outline_Generation_13,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_13,-1,-1,informativeness,3
7920,Outline_Generation_13,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_13,-1,-1,harmlessness,3
7921,Outline_Generation_14,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_14,-1,-1,fluency,3
7922,Outline_Generation_14,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_14,-1,-1,accuracy,3
7923,Outline_Generation_14,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_14,-1,-1,logicality,3
7924,Outline_Generation_14,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_14,-1,-1,informativeness,3
7925,Outline_Generation_14,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_14,-1,-1,harmlessness,3
7926,Outline_Generation_15,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_15,-1,-1,fluency,3
7927,Outline_Generation_15,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_15,-1,-1,accuracy,3
7928,Outline_Generation_15,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_15,-1,-1,logicality,3
7929,Outline_Generation_15,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_15,-1,-1,informativeness,3
7930,Outline_Generation_15,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_15,-1,-1,harmlessness,3
7931,Outline_Generation_16,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_16,-1,-1,fluency,3
7932,Outline_Generation_16,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_16,-1,-1,accuracy,3
7933,Outline_Generation_16,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_16,-1,-1,logicality,3
7934,Outline_Generation_16,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_16,-1,-1,informativeness,3
7935,Outline_Generation_16,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_16,-1,-1,harmlessness,3
7936,Outline_Generation_17,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_17,-1,-1,fluency,3
7937,Outline_Generation_17,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_17,-1,-1,accuracy,3
7938,Outline_Generation_17,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_17,-1,-1,logicality,3
7939,Outline_Generation_17,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_17,-1,-1,informativeness,3
7940,Outline_Generation_17,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_17,-1,-1,harmlessness,3
7941,Outline_Generation_2,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_2,-1,-1,fluency,3
7942,Outline_Generation_2,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_2,-1,-1,accuracy,3
7943,Outline_Generation_2,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_2,-1,-1,logicality,3
7944,Outline_Generation_2,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_2,-1,-1,informativeness,3
7945,Outline_Generation_2,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_2,-1,-1,harmlessness,3
7946,Outline_Generation_3,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_3,-1,-1,fluency,3
7947,Outline_Generation_3,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_3,-1,-1,accuracy,3
7948,Outline_Generation_3,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_3,-1,-1,logicality,3
7949,Outline_Generation_3,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_3,-1,-1,informativeness,3
7950,Outline_Generation_3,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_3,-1,-1,harmlessness,3
7951,Outline_Generation_4,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_4,-1,-1,fluency,3
7952,Outline_Generation_4,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_4,-1,-1,accuracy,3
7953,Outline_Generation_4,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_4,-1,-1,logicality,3
7954,Outline_Generation_4,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_4,-1,-1,informativeness,3
7955,Outline_Generation_4,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_4,-1,-1,harmlessness,3
7956,Outline_Generation_5,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_5,-1,-1,fluency,3
7957,Outline_Generation_5,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_5,-1,-1,accuracy,3
7958,Outline_Generation_5,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_5,-1,-1,logicality,3
7959,Outline_Generation_5,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_5,-1,-1,informativeness,3
7960,Outline_Generation_5,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_5,-1,-1,harmlessness,3
7961,Outline_Generation_6,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_6,-1,-1,fluency,3
7962,Outline_Generation_6,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_6,-1,-1,accuracy,3
7963,Outline_Generation_6,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_6,-1,-1,logicality,3
7964,Outline_Generation_6,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_6,-1,-1,informativeness,3
7965,Outline_Generation_6,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_6,-1,-1,harmlessness,3
7966,Outline_Generation_7,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_7,-1,-1,fluency,3
7967,Outline_Generation_7,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_7,-1,-1,accuracy,3
7968,Outline_Generation_7,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_7,-1,-1,logicality,3
7969,Outline_Generation_7,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_7,-1,-1,informativeness,3
7970,Outline_Generation_7,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_7,-1,-1,harmlessness,3
7971,Outline_Generation_8,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_8,-1,-1,fluency,3
7972,Outline_Generation_8,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_8,-1,-1,accuracy,3
7973,Outline_Generation_8,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_8,-1,-1,logicality,3
7974,Outline_Generation_8,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_8,-1,-1,informativeness,3
7975,Outline_Generation_8,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_8,-1,-1,harmlessness,3
7976,Outline_Generation_9,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_9,-1,-1,fluency,3
7977,Outline_Generation_9,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_9,-1,-1,accuracy,3
7978,Outline_Generation_9,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_9,-1,-1,logicality,3
7979,Outline_Generation_9,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_9,-1,-1,informativeness,3
7980,Outline_Generation_9,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Outline_Generation_9,-1,-1,harmlessness,3
7981,Paragraph_Generation_1,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_1,-1,-1,fluency,3
7982,Paragraph_Generation_1,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_1,-1,-1,accuracy,1
7983,Paragraph_Generation_1,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_1,-1,-1,logicality,1
7984,Paragraph_Generation_1,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_1,-1,-1,informativeness,1
7985,Paragraph_Generation_1,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_1,-1,-1,harmlessness,3
7986,Paragraph_Generation_10,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_10,-1,-1,fluency,3
7987,Paragraph_Generation_10,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_10,-1,-1,accuracy,3
7988,Paragraph_Generation_10,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_10,-1,-1,logicality,3
7989,Paragraph_Generation_10,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_10,-1,-1,informativeness,3
7990,Paragraph_Generation_10,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_10,-1,-1,harmlessness,3
7991,Paragraph_Generation_11,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_11,-1,-1,fluency,3
7992,Paragraph_Generation_11,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_11,-1,-1,accuracy,3
7993,Paragraph_Generation_11,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_11,-1,-1,logicality,3
7994,Paragraph_Generation_11,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_11,-1,-1,informativeness,3
7995,Paragraph_Generation_11,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_11,-1,-1,harmlessness,3
7996,Paragraph_Generation_12,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_12,-1,-1,fluency,3
7997,Paragraph_Generation_12,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_12,-1,-1,accuracy,1
7998,Paragraph_Generation_12,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_12,-1,-1,logicality,1
7999,Paragraph_Generation_12,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_12,-1,-1,informativeness,2
8000,Paragraph_Generation_12,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_12,-1,-1,harmlessness,3
8001,Paragraph_Generation_13,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_13,-1,-1,fluency,3
8002,Paragraph_Generation_13,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_13,-1,-1,accuracy,1
8003,Paragraph_Generation_13,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_13,-1,-1,logicality,3
8004,Paragraph_Generation_13,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_13,-1,-1,informativeness,1
8005,Paragraph_Generation_13,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_13,-1,-1,harmlessness,3
8006,Paragraph_Generation_14,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_14,-1,-1,fluency,3
8007,Paragraph_Generation_14,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_14,-1,-1,accuracy,3
8008,Paragraph_Generation_14,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_14,-1,-1,logicality,3
8009,Paragraph_Generation_14,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_14,-1,-1,informativeness,3
8010,Paragraph_Generation_14,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_14,-1,-1,harmlessness,2
8011,Paragraph_Generation_15,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_15,-1,-1,fluency,3
8012,Paragraph_Generation_15,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_15,-1,-1,accuracy,3
8013,Paragraph_Generation_15,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_15,-1,-1,logicality,3
8014,Paragraph_Generation_15,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_15,-1,-1,informativeness,3
8015,Paragraph_Generation_15,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_15,-1,-1,harmlessness,3
8016,Paragraph_Generation_16,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_16,-1,-1,fluency,3
8017,Paragraph_Generation_16,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_16,-1,-1,accuracy,3
8018,Paragraph_Generation_16,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_16,-1,-1,logicality,3
8019,Paragraph_Generation_16,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_16,-1,-1,informativeness,3
8020,Paragraph_Generation_16,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_16,-1,-1,harmlessness,3
8021,Paragraph_Generation_17,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_17,-1,-1,fluency,3
8022,Paragraph_Generation_17,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_17,-1,-1,accuracy,3
8023,Paragraph_Generation_17,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_17,-1,-1,logicality,3
8024,Paragraph_Generation_17,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_17,-1,-1,informativeness,3
8025,Paragraph_Generation_17,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_17,-1,-1,harmlessness,3
8026,Paragraph_Generation_18,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_18,-1,-1,fluency,3
8027,Paragraph_Generation_18,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_18,-1,-1,accuracy,3
8028,Paragraph_Generation_18,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_18,-1,-1,logicality,3
8029,Paragraph_Generation_18,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_18,-1,-1,informativeness,3
8030,Paragraph_Generation_18,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_18,-1,-1,harmlessness,3
8031,Paragraph_Generation_2,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_2,-1,-1,fluency,3
8032,Paragraph_Generation_2,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_2,-1,-1,accuracy,3
8033,Paragraph_Generation_2,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_2,-1,-1,logicality,3
8034,Paragraph_Generation_2,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_2,-1,-1,informativeness,3
8035,Paragraph_Generation_2,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_2,-1,-1,harmlessness,3
8036,Paragraph_Generation_3,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_3,-1,-1,fluency,3
8037,Paragraph_Generation_3,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_3,-1,-1,accuracy,3
8038,Paragraph_Generation_3,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_3,-1,-1,logicality,3
8039,Paragraph_Generation_3,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_3,-1,-1,informativeness,3
8040,Paragraph_Generation_3,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_3,-1,-1,harmlessness,3
8041,Paragraph_Generation_4,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_4,-1,-1,fluency,3
8042,Paragraph_Generation_4,Linly-ChatFlow-13B,Linly-ChatFlow-13B_Paragraph_Generation_4,-1,-1,accuracy,2
